Unnamed: 0,Dados,Frase do usuário,Intenção,sentenceWithoutStopWord
286,2021-05-01 16:33:29 +00:00,pedido 3039912502743941 nao chegou,MeusPedidos,pedido chegou
289,2021-03-18 17:37:15 +00:00,"no rastreio do meu pedido, consta que saiu para a entrega ontem de 13:00, so que eu nao chegou ate hoje e eu estava em casa de 13:00 em diante ",MeusPedidos,rastreio pedido consta saiu entrega chegou ate hoje casa
296,2021-03-05 16:17:10 +00:00,meu pedido nao foi entregue,MeusPedidos,pedido entregue
300,2021-05-07 20:29:19 +00:00,cancelei o pedido mas acabou de chegar a nf ,MeusPedidos,cancelei pedido acabou chegar nf
310,2021-03-09 11:33:18 +00:00,"estou ha alguns dias tentando cancelar o pedido e nao consigo, fiz o processo no site e nao recebi o codigo de postagem",MeusPedidos,ha dias tentando cancelar pedido consigo processo site recebi codigo postagem
312,2021-03-26 12:25:23 +00:00,goistaria de saber sobre o envio do meu pedido,MeusPedidos,goistaria envio pedido
325,2021-04-20 17:46:53 +00:00,quando sera a entrega? pediram o celular e nao avisam quando sera a entrega,MeusPedidos,sera entrega pediram celular avisam sera entrega
342,2021-04-30 15:05:31 +00:00,pedido #1128482377820-01 ,MeusPedidos,pedido
350,2021-04-15 12:21:18 +00:00,meu pedido nao esta confirmado,MeusPedidos,pedido confirmado
357,2021-04-02 16:58:33 +00:00,ainda nao recebi meus pedidos,MeusPedidos,recebi pedidos
359,2021-05-17 10:27:57 +00:00,como faco pra passar pedido,MeusPedidos,como faco pra passar pedido
362,2021-03-12 14:29:58 +00:00,o pedido chegou,MeusPedidos,pedido chegou
381,2021-03-15 16:19:47 +00:00,meu pedido consta como cancelado mas foi pago e nao recebi,MeusPedidos,pedido consta como cancelado pago recebi
385,2021-04-01 21:10:24 +00:00,o meu pedido vai chegar na minha casa atraves da transportadora ou devo procurar meu pedido na unidade dos correios de minha cidade?,MeusPedidos,pedido chegar casa atraves transportadora devo procurar pedido unidade correios cidade
396,2021-03-21 00:40:54 +00:00,"nao, deu tudo certo obrigada!",MeusPedidos,deu certo
405,2021-04-16 10:50:41 +00:00,recebi pecas que nao serviraram abri um chamado enviei a mercadoria chegou ate o cd de vcs dia 23/04 porem ate agora nao recebi o valor do estorno como credito entao agora vou querer o estorno no cartao com o valor de 111 com uns centavos pq nao pode,MeusPedidos,recebi pecas serviraram abri chamado enviei mercadoria chegou ate cd vcs porem ate recebi estorno como credito entao vou querer estorno cartao centavos pq
410,2021-04-04 11:45:09 +00:00,posso adicionar itens no pedido ja feito?,MeusPedidos,adicionar itens pedido feito
423,2021-04-28 18:09:35 +00:00,preciso trocar um item do meu pedido por um numero maior,MeusPedidos,preciso trocar item pedido numero
457,2021-05-10 15:11:01 +00:00,frete gratis nao esta entrando no carrinho,MeusPedidos,frete gratis entrando carrinho
463,2021-05-07 16:34:06 +00:00,gostaria de saber porque ainda nao recebi o meu pedido?,MeusPedidos,gostaria recebi pedido
464,2021-03-19 17:07:24 +00:00,pedido veio errado,MeusPedidos,pedido veio errado
474,2021-04-26 19:11:36 +00:00,1127531247013-01 meu pedido,MeusPedidos,pedido
480,2021-05-17 17:19:27 +00:00,porque pedido cancelado?,MeusPedidos,pedido cancelado
484,2021-04-23 21:27:08 +00:00,cupom nao aplica,MeusPedidos,cupom aplica
496,2021-04-28 14:03:04 +00:00,pedido #1124730269850-01 ,MeusPedidos,pedido
503,2021-03-01 16:14:44 +00:00,onde recebo o boleto de meu pedido ,MeusPedidos,onde recebo boleto pedido
519,2021-04-30 18:10:07 +00:00,nao consigo rastrear meu pedido,MeusPedidos,consigo rastrear pedido
525,2021-05-11 18:34:44 +00:00,transportadora diz que nao encontrou meu endereco,MeusPedidos,transportadora encontrou endereco
557,2021-03-22 14:04:38 +00:00,meu pedido nao chegou,MeusPedidos,pedido chegou
577,2021-05-12 12:18:14 +00:00,nao recebir meus pedidos ,MeusPedidos,recebir pedidos
587,2021-05-17 17:01:22 +00:00,pedido,MeusPedidos,pedido
595,2021-03-11 16:06:38 +00:00,quero devolver dois pedidos! ,MeusPedidos,devolver pedidos
610,2021-05-07 20:29:59 +00:00,eu cancelei esse pedido,MeusPedidos,cancelei pedido
638,2021-04-29 12:06:35 +00:00,"ola, se eu fizer um pedido vc's ainda estao enviando uma sacola do bem da repassa? ",MeusPedidos,fizer pedido vc estao enviando sacola repassa
642,2021-04-30 23:47:16 +00:00,meu pedido veio faltando uma peca ,MeusPedidos,pedido veio faltando peca
648,2021-03-07 13:27:32 +00:00,"meu pedido foi cancelado, mas esta pago",MeusPedidos,pedido cancelado pago
657,2021-04-26 19:59:33 +00:00,"insiro o cupom, mas o desconto nao aparece",MeusPedidos,insiro cupom desconto aparece
671,2021-04-28 12:25:00 +00:00,o link nao abre,MeusPedidos,link abre
677,2021-03-02 12:56:45 +00:00,nao consigo acessar meu pedido,MeusPedidos,consigo acessar pedido
684,2021-04-19 19:14:28 +00:00,minha mercadoria nao chegou e segundo a transportadora esta sendo devolvida,MeusPedidos,mercadoria chegou transportadora sendo devolvida
695,2021-05-07 10:47:26 +00:00,"no status diz que meu pedido foi entregue, mas nao recebi",MeusPedidos,status pedido entregue recebi
697,2021-05-05 23:10:52 +00:00,nao encontrei o q procuro,MeusPedidos,encontrei q procuro
701,2021-03-09 18:22:22 +00:00,rastrear meu pedido,MeusPedidos,rastrear pedido
728,2021-03-01 16:28:27 +00:00,consigo fazer novo pedido com outro endereco ,MeusPedidos,consigo pedido outro endereco
746,2021-05-01 13:21:00 +00:00,com relacao ao pedido n#1125912412597-01 me foi informado que a camiseta listrada vermelha tamanho 4 nao estava disponivel e seria reembolsado,MeusPedidos,relacao pedido informado camiseta listrada vermelha tamanho disponivel reembolsado
770,2021-03-12 18:45:18 +00:00,nao tem mais a viroblock infamtil? ,MeusPedidos,viroblock infamtil
782,2021-04-26 14:28:24 +00:00,pedido ,MeusPedidos,pedido
783,2021-04-10 17:09:06 +00:00,eu recebi apenas as camisetas anticovid mas eu pedi o kit com mascara e camiseta ,MeusPedidos,recebi camisetas anticovid pedi kit mascara camiseta
792,2021-03-04 13:27:34 +00:00,"o frete nao foi gratis no meu pedido de 316,00",MeusPedidos,frete gratis pedido
838,2021-04-23 10:58:45 +00:00,nao aparece o rastreamento,MeusPedidos,aparece rastreamento
844,2021-05-07 20:45:32 +00:00,nota fiscal pedido,MeusPedidos,nota fiscal pedido
845,2021-04-20 13:30:20 +00:00,quero saber se o pedido foi enviado,MeusPedidos,pedido enviado
864,2021-04-13 12:01:14 +00:00,eu realizei um pedido e recebi uma camiseta na cor errada,MeusPedidos,realizei pedido recebi camiseta cor errada
865,2021-04-02 16:56:43 +00:00,"vcs esta me perguntando se ja recebi meus pedidos, ainda nao",MeusPedidos,vcs perguntando recebi pedidos
885,2021-04-16 13:23:48 +00:00,"meu pedido ainda nao foi entregue, mesmo dizendo no site que sim",MeusPedidos,pedido entregue dizendo site
911,2021-04-28 14:26:41 +00:00,meu pedido foi cancelado,MeusPedidos,pedido cancelado
922,2021-03-11 12:45:17 +00:00,ver pedido,MeusPedidos,pedido
954,2021-03-30 13:02:25 +00:00,gostaria de saber o codigo de rastreio do reenvio do meu pedido n#1116562287246-01 que restou extraviado,MeusPedidos,gostaria codigo rastreio reenvio pedido restou extraviado
956,2021-03-11 11:35:10 +00:00,como eu faco para fechar meu pedido? ,MeusPedidos,como faco fechar pedido
987,2021-04-06 14:46:49 +00:00,quero informacoes sobre o pedido 1122530166394-01,MeusPedidos,informacoes pedido
996,2021-04-22 17:02:33 +00:00,nao e nenhuma dessas opcoes ,MeusPedidos,dessas opcoes
998,2021-04-17 12:35:46 +00:00,clico no produro e nao vai,MeusPedidos,clico produro
10,2021-05-08 19:16:47 +00:00,"eu nao consegui registrar meu login no site por nada, fiz uma compra,fiz devolucao e queria acompanhar se ja retornou o pedido e como sera feito o estorno ",MeusPedidos,consegui registrar login site compra devolucao queria acompanhar retornou pedido como sera feito estorno
15,2021-03-12 13:22:50 +00:00,nao recebi meu pedido.,MeusPedidos,recebi pedido
49,2021-03-01 12:35:02 +00:00,bom dia pedido 1113920756883-01 ,MeusPedidos,pedido
52,2021-05-12 16:07:46 +00:00,pedido consta como entregue mais nao recebi ,MeusPedidos,pedido consta como entregue recebi
56,2021-04-16 18:10:15 +00:00,quem recebeu? eu nao recebi a encomenda,MeusPedidos,recebeu recebi encomenda
72,2021-04-27 12:24:40 +00:00,nao consigo finalizar um pedido,MeusPedidos,consigo finalizar pedido
106,2021-03-05 20:01:20 +00:00,"boa tarde, eu nao consigo rastrear o meu pedido ",MeusPedidos,consigo rastrear pedido
107,2021-04-30 19:14:25 +00:00,nota fiscal nao to consequido baichar ,MeusPedidos,nota fiscal to consequido baichar
108,2021-04-29 14:13:05 +00:00,recebi meu pedido mas um vestido veio com a cor errada,MeusPedidos,recebi pedido vestido veio cor errada
111,2021-04-12 23:21:43 +00:00,ja pedi o reembolso e ate agora nao veio,MeusPedidos,pedi reembolso ate veio
134,2021-04-23 12:27:40 +00:00,meu pedido foi devolvido,MeusPedidos,pedido devolvido
145,2021-03-09 15:03:07 +00:00,nao consigo abrir a pagina de rastreio do pedido,MeusPedidos,consigo abrir pagina rastreio pedido
147,2021-04-14 15:14:43 +00:00,recebi o pedido faltando um kit de mascara feminina adulfa,MeusPedidos,recebi pedido faltando kit mascara feminina adulfa
166,2021-04-10 20:23:34 +00:00,um item do pedido veio errado,MeusPedidos,item pedido veio errado
184,2021-03-26 16:11:15 +00:00,pedido nao entrgue ,MeusPedidos,pedido entrgue
185,2021-04-23 01:26:42 +00:00,por qual motivo o meu pedido foi cancelado? ,MeusPedidos,qual motivo pedido cancelado
189,2021-03-22 13:59:44 +00:00,eu pedido ainda nao chegou,MeusPedidos,pedido chegou
193,2021-03-03 00:49:21 +00:00,nao consigo visualizar meu pedido,MeusPedidos,consigo visualizar pedido
195,2021-04-20 18:16:49 +00:00,"estou tentando fechar um pedido, porem o valor do frete e muito alto",MeusPedidos,tentando fechar pedido porem frete alto
196,2021-04-16 02:02:09 +00:00,verificar endereco do ultimo pedido.,MeusPedidos,verificar endereco ultimo pedido
220,2021-04-13 19:33:49 +00:00,recebi meu pedido um dos itens tem um defeito.,MeusPedidos,recebi pedido itens defeito
254,2021-05-01 16:32:48 +00:00,pedido 3039912502743941 nao chegou ,MeusPedidos,pedido chegou
261,2021-04-09 11:52:48 +00:00,saber onde esta e quando sera entregue ,MeusPedidos,onde sera entregue
278,2021-03-30 14:17:22 +00:00,quando eu acesso meus pedidos nao aparece nada ,MeusPedidos,acesso pedidos aparece
280,2021-03-23 02:20:00 +00:00,"preciso do boleto do meu pedido, nao gerou.",MeusPedidos,preciso boleto pedido gerou
289,2021-05-02 21:48:31 +00:00,excluir entrega gratis,MeusPedidos,excluir entrega gratis
295,2021-04-28 00:36:10 +00:00,nao recebi ,MeusPedidos,recebi
304,2021-05-01 17:14:14 +00:00,nao entrega no meu cep,MeusPedidos,entrega cep
344,2021-05-14 16:30:35 +00:00,meu pedido veio com um item faltante,MeusPedidos,pedido veio item faltante
352,2021-04-22 21:40:08 +00:00,muito dificil fazer contato com voces o pedido que fizemos no mes de marco nao chegou nas maos das pessoas que constavam no pedido.,MeusPedidos,dificil contato pedido fizemos mes marco chegou maos pessoas constavam pedido
366,2021-04-06 21:55:48 +00:00,o meu pedido nao chegou ate mim ,MeusPedidos,pedido chegou ate
368,2021-04-07 13:32:24 +00:00,"cpf 90796268720. fiz o pedido de um pijama e uma calcinha, mas so recebi o pijama gostaria de saber se ainda vou receber a calcinha caso contrario, solicito o estorno do valor, por favor pedido #1119880910931-01",MeusPedidos,cpf pedido pijama calcinha recebi pijama gostaria vou receber calcinha caso contrario solicito estorno pedido
383,2021-03-26 14:55:26 +00:00,gostaria de saber como fuciona ,MeusPedidos,gostaria como fuciona
406,2021-03-09 21:58:45 +00:00,nao lembro meu login,MeusPedidos,lembro login
409,2021-04-23 17:37:50 +00:00,recebi meu pedido e veio um item faltando,MeusPedidos,recebi pedido veio item faltando
417,2021-04-20 23:28:20 +00:00,fiz um pedido dia 12/04 e ainda nao tive retorno,MeusPedidos,pedido retorno
453,2021-03-15 14:12:11 +00:00,nao ganhei o desconto,MeusPedidos,ganhei desconto
470,2021-03-14 15:19:57 +00:00,pedido encaminhado errado,MeusPedidos,pedido encaminhado errado
491,2021-05-10 20:12:44 +00:00,preciso da segunda via da nota fiscal do meu ultimo pedido,MeusPedidos,preciso via nota fiscal ultimo pedido
493,2021-04-16 14:39:28 +00:00,rastreio nao disponivel ,MeusPedidos,rastreio disponivel
505,2021-04-30 13:50:48 +00:00,retirar ,MeusPedidos,retirar
509,2021-04-23 10:55:16 +00:00,porque meu pedido esta sem rastreamento?,MeusPedidos,pedido rastreamento
511,2021-04-29 12:18:23 +00:00,nao estou conseguindo finalizar um pedido,MeusPedidos,conseguindo finalizar pedido
514,2021-03-11 14:44:25 +00:00,cancelar pedido,MeusPedidos,cancelar pedido
526,2021-05-04 12:32:38 +00:00,esse pedido foi entregue sexta feira dia 30/04,MeusPedidos,pedido entregue feira
555,2021-04-25 11:38:42 +00:00,"bom dia! fiz o pedido, quero finalizar a compra e nao estou conseguindocomo proceder",MeusPedidos,pedido finalizar compra conseguindocomo proceder
557,2021-05-03 13:05:24 +00:00,pedido numero 1128751889861-01,MeusPedidos,pedido numero
567,2021-04-23 01:29:19 +00:00,pq meu pedido foi cancelado?,MeusPedidos,pq pedido cancelado
578,2021-03-30 14:51:59 +00:00,nao recebi meu pedido,MeusPedidos,recebi pedido
583,2021-03-05 21:50:40 +00:00,"quero fazer minha primeira compra, mais desejo saber se o pedido vem via correios,",MeusPedidos,compra desejo pedido via correios
592,2021-05-06 18:01:25 +00:00,pq meu pedido foi cancelado? ,MeusPedidos,pq pedido cancelado
607,2021-04-10 17:09:51 +00:00,nao esta funcionando o botao para ver o pedido,MeusPedidos,funcionando botao pedido
609,2021-04-28 18:05:09 +00:00,"nao veio uma peca do meu pedido eu respondi o e-mail ontem informando que gostaria do estorno, porem hoje recebi e-mail que vcs colocariam como credito nao quero o credito quero o estorno pedido 1126321254241-01 protocolo 0018716780",MeusPedidos,veio peca pedido respondi informando gostaria estorno porem hoje recebi vcs colocariam como credito credito estorno pedido protocolo
610,2021-03-31 12:37:49 +00:00,pq nao aparece o status do meu pedido? ,MeusPedidos,pq aparece status pedido
625,2021-03-10 02:09:50 +00:00,oi fiz umas encomendas e esqueci de informar que era para presente vcs poderiam enviar embalagem para presente nesse pedido?,MeusPedidos,encomendas esqueci informar presente vcs poderiam enviar embalagem presente pedido
627,2021-04-10 17:11:09 +00:00,meu pedido esta incompleto ,MeusPedidos,pedido incompleto
635,2021-03-11 16:31:09 +00:00,"boa tarde , no meu pedido teve uma falta de mercadoria,ainda nao recebi meu cupom de desconto para proxima compra ",MeusPedidos,pedido mercadoria recebi cupom desconto proxima compra
701,2021-03-30 14:16:25 +00:00,"eu nao consigo visualizar meu pedido quando eu acesso ali, e nao estou entendendo ",MeusPedidos,consigo visualizar pedido acesso entendendo
719,2021-03-27 03:47:53 +00:00,gostaria de saber as medidas das camisetas masculinas ,MeusPedidos,gostaria medidas camisetas masculinas
737,2021-05-13 10:46:59 +00:00, nao consigo finalizar o pedido,MeusPedidos,consigo finalizar pedido
743,2021-05-07 12:48:52 +00:00,nao recebi pedido,MeusPedidos,recebi pedido
752,2021-04-08 17:11:04 +00:00,entrega do pedido,MeusPedidos,entrega pedido
763,2021-04-08 16:11:01 +00:00,eu ainda nao recebi o pedido acima,MeusPedidos,recebi pedido acima
776,2021-04-16 12:09:24 +00:00,meu pedido foi cancelado ou nao??? ,MeusPedidos,pedido cancelado
787,2021-03-05 13:46:52 +00:00,"fiz uma pedido de 2 mascaras e esta dizendo que a pessoa nao achou meu endereco, sendo que na mesma semana eu ja tinha encomendado com voces o endereco esta certinho.",MeusPedidos,pedido mascaras dizendo pessoa achou endereco sendo mesma semana tinha encomendado endereco certinho
788,2021-04-28 18:17:15 +00:00,quero mudar tamanho de um dos pedidos,MeusPedidos,mudar tamanho pedidos
797,2021-05-06 12:11:38 +00:00,"meu pedido ainda nao chegou, a previsao era para o dia 28/04",MeusPedidos,pedido chegou previsao
807,2021-04-20 14:29:43 +00:00,onde esta meu pedido o site informado nao vai a lugar algum,MeusPedidos,onde pedido site informado algum
848,2021-03-25 20:55:21 +00:00,queria saber onde encontro ,MeusPedidos,queria onde encontro
852,2021-04-02 20:29:00 +00:00,pedir novo essa mascara ,MeusPedidos,pedir mascara
855,2021-03-17 11:52:42 +00:00,bom dia gostaria de uma informacao desde o dia 12/03 o status da entrega e a real situacao do meu pedido de codigo web-2869985602604251 nao e atualizado.,MeusPedidos,gostaria informacao status entrega real situacao pedido codigo atualizado
859,2021-05-11 20:38:57 +00:00,fiz outro pedido agora mesmo,MeusPedidos,outro pedido
862,2021-04-23 14:05:48 +00:00,mudar tamanho do pedido,MeusPedidos,mudar tamanho pedido
873,2021-03-22 16:41:48 +00:00,delvolvi umas pecas porem nao tive retorno,MeusPedidos,delvolvi pecas porem retorno
875,2021-04-28 17:05:38 +00:00,o meu pedido e 112777019395901,MeusPedidos,pedido
901,2021-05-10 17:52:41 +00:00,agora foi que vi que tenho que por meu cpf e depois disso e que faco pedido?,MeusPedidos,vi cpf faco pedido
904,2021-05-07 12:58:31 +00:00,nao recebi,MeusPedidos,recebi
907,2021-04-26 12:00:51 +00:00,pagamento pedido,MeusPedidos,pagamento pedido
920,2021-03-26 11:52:08 +00:00,preciso saber qual dia esta previsto para chegar ,MeusPedidos,preciso qual previsto chegar
942,2021-05-06 19:59:51 +00:00,devolucao de itens dessse pedido,MeusPedidos,devolucao itens dessse pedido
946,2021-05-09 18:33:37 +00:00,porque meu pedido foi cancelado ?,MeusPedidos,pedido cancelado
957,2021-04-27 19:04:14 +00:00,nota fiscal do pedido.,MeusPedidos,nota fiscal pedido
963,2021-03-11 13:18:58 +00:00,onde esta o meu pedido?,MeusPedidos,onde pedido
964,2021-03-01 22:53:00 +00:00,nao encontrei ,MeusPedidos,encontrei
984,2021-04-06 19:58:02 +00:00,pedido nao entregue,MeusPedidos,pedido entregue
989,2021-04-15 15:38:33 +00:00,fiz uma compra agora e nao consigo fechar meu pedido,MeusPedidos,compra consigo fechar pedido
994,2021-04-08 22:07:17 +00:00,"eu nao recebi meu pedido, recebi um e-mail dizendo que foi entregue, mais eu nao recebi",MeusPedidos,recebi pedido recebi dizendo entregue recebi
1,2021-03-23 20:26:38 +00:00,meu pedido esta atrasado ,MeusPedidos,pedido atrasado
19,2021-05-14 17:39:49 +00:00,gostaria de saber como consigo que me entreguem meu pedido ,MeusPedidos,gostaria como consigo entreguem pedido
20,2021-04-14 18:24:06 +00:00,recebi um e-mail falando que meu pedido foi cancelado,MeusPedidos,recebi falando pedido cancelado
31,2021-04-12 21:54:33 +00:00,porque meu pedido nao aparece na minha conta?,MeusPedidos,pedido aparece conta
80,2021-05-05 10:54:45 +00:00,se fizer novamente o pedido com transferencia em conta pode a mesma mercadoria esta disponivel ,MeusPedidos,fizer novamente pedido transferencia conta mesma mercadoria disponivel
82,2021-04-22 14:05:51 +00:00,nao encontro meu pedido ,MeusPedidos,encontro pedido
91,2021-05-12 12:06:30 +00:00,meu pedido sera entregue?,MeusPedidos,pedido sera entregue
133,2021-03-28 17:50:14 +00:00,ja fiz o pedido preciso do boleto,MeusPedidos,pedido preciso boleto
147,2021-04-01 20:12:01 +00:00,"hoje pela manha fiz uma compra fechei o pedido, inclui dados do meu cartao e ficou processando gostaria de saber se realmente a compra foi efetivada.",MeusPedidos,hoje manha compra fechei pedido inclui dados cartao ficou processando gostaria realmente compra efetivada
173,2021-04-07 17:00:09 +00:00,pedido 1121342395208-01,MeusPedidos,pedido
179,2021-05-07 20:38:41 +00:00,quero a nota fiscal do meu pedido,MeusPedidos,nota fiscal pedido
190,2021-05-04 20:17:41 +00:00,fiz um pedido e nao aparece nada,MeusPedidos,pedido aparece
201,2021-04-15 21:05:03 +00:00,o objeto saiu para entrega ontem mais ainda nao chegou em minha residencia ,MeusPedidos,objeto saiu entrega chegou residencia
228,2021-05-11 15:01:25 +00:00,outro pedido foi entregue parcialmente ,MeusPedidos,outro pedido entregue parcialmente
230,2021-04-22 08:26:42 +00:00,eu quero saber status do meu pedido,MeusPedidos,status pedido
276,2021-03-09 11:44:39 +00:00,quero fazer o pedido ,MeusPedidos,pedido
279,2021-04-06 21:56:08 +00:00,meu pedido nao chegou ate mim,MeusPedidos,pedido chegou ate
281,2021-05-12 23:59:19 +00:00,rastrear pedido ,MeusPedidos,rastrear pedido
296,2021-03-18 23:29:48 +00:00,o pedido nao foi entregue ,MeusPedidos,pedido entregue
307,2021-03-23 21:44:33 +00:00,provador virtual nao abre ,MeusPedidos,provador virtual abre
315,2021-03-31 19:11:53 +00:00,meu pedido era pra chegar dia 29.03.2021 e ate agora nao chegou,MeusPedidos,pedido pra chegar ate chegou
327,2021-04-30 16:24:12 +00:00,porque meu pedido foi cancelado?,MeusPedidos,pedido cancelado
330,2021-05-14 17:32:45 +00:00,acabei de recer por email que o pedido #1131600020749-01 foi entreguemas na minha casa nao chegou nada,MeusPedidos,acabei recer email pedido entreguemas casa chegou
335,2021-03-26 17:31:57 +00:00,o endereco que vai chegar o pedido esta fechado,MeusPedidos,endereco chegar pedido fechado
367,2021-04-20 19:52:47 +00:00,preciso do boleto desse pedido para fazer o pagamento ,MeusPedidos,preciso boleto pedido pagamento
382,2021-04-02 14:06:05 +00:00,recebimento do pedido,MeusPedidos,recebimento pedido
384,2021-04-06 21:49:40 +00:00,saber sobre desconto para revender,MeusPedidos,desconto revender
385,2021-04-19 14:53:31 +00:00,"meu pedido diz que foi entregue, mas nao recebi",MeusPedidos,pedido entregue recebi
391,2021-03-29 14:14:20 +00:00,meu pedido nao foi entregue e ate o momento nao tive informacoes por parte da malwee quero meu dinheiro de volta!! ,MeusPedidos,pedido entregue ate informacoes malwee dinheiro volta
401,2021-03-09 18:21:27 +00:00,meu pedido saiu p entrega ontem desde as 12hrs e ainda nao chegou,MeusPedidos,pedido saiu p entrega chegou
405,2021-05-14 19:39:41 +00:00,nao sou cliente cadastrada,MeusPedidos,cliente cadastrada
415,2021-05-17 12:31:58 +00:00,"o status do meu pedido esta comunicando que saiu para entrega desde o dia 15 as 9:23, porem nao chegou ",MeusPedidos,status pedido comunicando saiu entrega porem chegou
420,2021-03-26 14:33:08 +00:00,"o endereco para a entrega do meu pedido e do meu servico , mas , infelizmente estara fechado ate dia 04 ",MeusPedidos,endereco entrega pedido servico infelizmente estara fechado ate
428,2021-04-09 20:09:56 +00:00,"consta que meu pedido foi entregue, porem eu nao recebi",MeusPedidos,consta pedido entregue porem recebi
430,2021-03-04 10:55:20 +00:00,gostaria de saber como esta meu pedido,MeusPedidos,gostaria como pedido
431,2021-05-08 00:01:16 +00:00,quero saber se esta tudo certo com o meu pedido ,MeusPedidos,certo pedido
439,2021-04-29 12:16:37 +00:00,pedido cancelado,MeusPedidos,pedido cancelado
441,2021-04-18 23:48:05 +00:00,eu gostaria de saber os tamanhos p e pp masculinos nao aparece no site ,MeusPedidos,gostaria tamanhos p pp masculinos aparece site
452,2021-03-26 12:25:50 +00:00,rastreio do pedido,MeusPedidos,rastreio pedido
466,2021-03-30 15:01:48 +00:00,pq meu pedido esta sem rastreamento?!,MeusPedidos,pq pedido rastreamento
469,2021-03-30 23:16:44 +00:00,pix nao aprovado ,MeusPedidos,pix aprovado
472,2021-04-28 14:25:46 +00:00,pedido 1127851188637-01,MeusPedidos,pedido
473,2021-03-30 12:19:36 +00:00,o site esta com problemas? nao aparece o meu pedido,MeusPedidos,site problemas aparece pedido
477,2021-04-21 13:14:56 +00:00,"sim, queria um contato p tirar duvidas sobre pedidos",MeusPedidos,queria contato p tirar duvidas pedidos
482,2021-04-08 16:17:42 +00:00,como saber sobre revenda,MeusPedidos,como revenda
487,2021-04-16 18:08:03 +00:00,"boa tarde, eu recebi um comunicado no meu email de que foi entregue o meu pedido so que nao foi entregue nada, nao entendi fui olhar o rastreio, tambem informa que foi entregue ontem, eu nao recebi pode me esclarecer por favor agradecida ",MeusPedidos,recebi comunicado email entregue pedido entregue entendi olhar rastreio tambem informa entregue recebi esclarecer agradecida
492,2021-05-04 11:17:17 +00:00,quero devolver apenas parte do pedido,MeusPedidos,devolver pedido
496,2021-05-06 12:34:17 +00:00,nao enviaram a nota fiscal,MeusPedidos,enviaram nota fiscal
499,2021-04-27 17:47:12 +00:00,pedido cancelados ,MeusPedidos,pedido cancelados
505,2021-03-11 16:02:48 +00:00,"boa tarde de manha fiz um pedido de manha, mas infelizmente no site nao apareciam 2 kits de mascaras kids seria possivel acrescentar estes 2 kits no meu pedido? com isso eu nao pagaria frete 2 vezes ",MeusPedidos,manha pedido manha infelizmente site apareciam kits mascaras kids possivel acrescentar kits pedido pagaria frete
511,2021-03-05 15:00:59 +00:00,"nao recebi meu pedido, ja passou do prazo",MeusPedidos,recebi pedido passou prazo
536,2021-05-11 20:58:21 +00:00,pedidos ,MeusPedidos,pedidos
539,2021-03-11 12:45:51 +00:00,status do pedido ,MeusPedidos,status pedido
546,2021-05-16 13:19:59 +00:00,como retirar pedido enviado?,MeusPedidos,como retirar pedido enviado
550,2021-05-04 12:31:56 +00:00,esse pedido ja foi entregue,MeusPedidos,pedido entregue
568,2021-04-27 20:14:53 +00:00,como redifinir senha se nao lembro atual? ,MeusPedidos,como redifinir senha lembro atual
571,2021-05-01 00:06:00 +00:00,ainda nao me cadastrei ,MeusPedidos,cadastrei
612,2021-05-10 13:27:56 +00:00,meu pedido ainda nao chegou,MeusPedidos,pedido chegou
617,2021-04-21 23:00:41 +00:00,cancelaram meu pedido,MeusPedidos,cancelaram pedido
618,2021-05-11 12:11:53 +00:00,meu pedido saiu para entrega mas ate agora nada ,MeusPedidos,pedido saiu entrega ate
624,2021-04-19 15:13:53 +00:00,gostaria de saber se ate amanha e entregue meu pedido?,MeusPedidos,gostaria ate amanha entregue pedido
628,2021-04-23 18:30:54 +00:00,estorno pedido ,MeusPedidos,estorno pedido
633,2021-04-22 14:08:45 +00:00,estou com problemas no meu pedido,MeusPedidos,problemas pedido
635,2021-04-06 16:31:24 +00:00,pedidos,MeusPedidos,pedidos
640,2021-04-27 12:25:31 +00:00,quero fazer pedido novo,MeusPedidos,pedido
647,2021-05-05 17:40:58 +00:00,quero trocar pedido,MeusPedidos,trocar pedido
650,2021-03-10 19:57:23 +00:00,meu pedido veio com uma peca faltando ,MeusPedidos,pedido veio peca faltando
655,2021-04-18 23:50:52 +00:00,nao consigo gerar o boleto para pagar meu pedido ,MeusPedidos,consigo gerar boleto pagar pedido
656,2021-03-16 10:05:42 +00:00,gostaria de saber sobre o meu pedido de reembolso ja enviei pelos correios ,MeusPedidos,gostaria pedido reembolso enviei correios
678,2021-04-27 14:20:28 +00:00,"gostaria de saber onde esta meu pedido, se ja foi encaminhado.",MeusPedidos,gostaria onde pedido encaminhado
680,2021-03-03 14:57:30 +00:00,"oi tenho interesse em pedir os vestidos, queria saber se essa viscose stretch estica, se e um pano igual malha ? ",MeusPedidos,interesse pedir vestidos queria viscose stretch estica pano igual malha
682,2021-03-09 02:03:46 +00:00,gostaria de saber se e possivel alterar o pedido,MeusPedidos,gostaria possivel alterar pedido
697,2021-04-16 12:11:20 +00:00,este pedido sera entregue certo??!!,MeusPedidos,pedido sera entregue certo
700,2021-04-16 12:12:49 +00:00,recebi um e-mail avisando que meu ultimo pedido havia sido cancelado quero saber se essa informacao procede,MeusPedidos,recebi avisando ultimo pedido havia sido cancelado informacao procede
702,2021-05-07 18:09:50 +00:00,quero saber se vou receber o meu pedido ,MeusPedidos,vou receber pedido
